movieId|title|year|overview|cover_url|genresAdventure|Animation|Children|Comedy|Fantasy|Romance|Drama|Action|Thriller|Horror|Crime|Mystery|Sci-Fi|Musical|Documentary|War|IMAX|Western|Film-Noir|(no genres listed)
24|Powder|1995|"Harassed by classmates who won't accept his shocking appearance, a shy young man known as Powder struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined."|https://m.media-amazon.com/images/M/MV5BOGUzYzNiZTItYmZlNi00ODI1LThjNTMtNjI1MTNlZDQ0OGY2XkEyXkFqcGdeQXVyNjExODE1MDc@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0
25|Leaving Las Vegas|1995|"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."|https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
27|Now and Then|1995|"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more."|https://m.media-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._UX512.jpg|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
31|Dangerous Minds|1995|"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."|https://m.media-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
34|Babe|1995|"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be."|https://m.media-amazon.com/images/M/MV5BY2FhNjFjNGUtM2UzMS00YTljLWJmYTctMzYyZjNmNTQyNDQ0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
36|Dead Man Walking|1995|"A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean."|https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
39|Clueless|1995|"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him."|https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._UX512.jpg|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
42|Dead Presidents|1995|"Depicts a heist of old bills, retired from circulation and destined by the government to be money to burn. However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s."|https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0
44|Mortal Kombat|1995|"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time."|https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._UX512.jpg|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
45|To Die For|1995|"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role."|https://m.media-amazon.com/images/M/MV5BOGQ2ZjIyMGItZDMzZi00ZThkLTlkM2MtNDRhMTNiNWFlMzVlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
48|Pocahontas|1995|"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith."|https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._UX512.jpg|0|1|1|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0
49|When Night Is Falling|1995|"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town."|https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
52|Mighty Aphrodite|1995|"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy."|https://m.media-amazon.com/images/M/MV5BMTZmNjJmODktMTI1Ni00OWU5LWI0YTctNjc0MzVkNDE3M2Y0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
55|Georgia|1995|"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing."|https://m.media-amazon.com/images/M/MV5BNzdkNjFkZTEtNzA4ZS00NTcxLTkzNDYtMjI0NjRhNmU4MmY0XkEyXkFqcGdeQXVyNjA4NTI2MDY@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
62|Mr. Holland's Opus|1995|"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose."|https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._UX512.jpg|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
63|Don't Be a Menace to South Central While Drinking Your Juice in the Hood|1996|"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?"|https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
65|Bio-Dome|1996|"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a Bio-Dome for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves."|https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
66|Lawnmower Man 2: Beyond Cyberspace|1996|"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan."|https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0
70|From Dusk Till Dawn|1996|"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint."|https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0
72|Kicking and Screaming|1995|"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies."|https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._UX512.jpg|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
75|Big Bully|1996|"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again."|https://m.media-amazon.com/images/M/MV5BNDdhZTdiOTAtMWNiMC00NDRmLTllZWItYWMzOWZjNDY3ZmRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._UX512.jpg|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
77|Nico Icon|1995|"A look into the many lives of Christa PÃ¤ffgen, otherwise known as Nico; from cutie German mÃ¤dchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live."|https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._UX512.jpg|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
81|Things to Do in Denver When You're Dead|1995|"A mafia film in Tarantino style with a star-studded cast. Jimmyâs âThe Saintâ gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as âThe Man with the Plan.â"|https://m.media-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0
85|Angels and Insects|1995|"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor."|https://m.media-amazon.com/images/M/MV5BZTc1MzY1ODAtMDhlMS00NjgyLTlkNTEtZTUwYTM4MzFkNWNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._UX512.jpg|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
86|White Squall|1996|"Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage."|https://m.media-amazon.com/images/M/MV5BMzE1ZGU3ZGMtZjM3NS00YTA1LWE4MzMtMDcxMWZhMTA2YWRmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
87|Dunston Checks In|1996|"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!"|https://m.media-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89|Nick of Time|1995|"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones."|https://m.media-amazon.com/images/M/MV5BODg1ODNjMzItYjRkMS00NmExLTkxNWUtMWYwNWM2NDU1YzU1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._UX512.jpg|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
92|Mary Reilly|1996|"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde."|https://m.media-amazon.com/images/M/MV5BZWI5MzBiMjgtNDE2ZC00MTA1LWFmNWItZDQyMDA2NGE0MjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0
93|Vampire in Brooklyn|1995|"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell."|https://m.media-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._UX512.jpg|0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
94|Beautiful Girls|1996|"During a snowy winter in the small fictional town of Knights Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires."|https://m.media-amazon.com/images/M/MV5BOTQ4OTU0ODktY2E5YS00MGFhLTgwZTEtZWFkOGMxMmFmOTg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._UX512.jpg|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
99|Heidi Fleiss: Hollywood Madam|1995|"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with she said and he said. When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."|https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._UX512.jpg|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
100|City Hall|1996|"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."|https://m.media-amazon.com/images/M/MV5BZmMxMGEwNDAtZGVjYS00NWIyLWI4NGQtZGYzMjA0YzIzZGM4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._UX512.jpg|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0
101|Bottle Rocket|1996|"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry."|https://m.media-amazon.com/images/M/MV5BNzFlYWQxMjMtYTdmOC00NDA0LWI5NWQtNjc5OTc1ZDdkOGExXkEyXkFqcGdeQXVyMjUzOTY1NTc@._UX512.jpg|1|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0
